id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
ENTRE RIOS_ISLAS DEL IBICUY,"Islas Del Ibicuy, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,5.24,2.95,0.79,62.11,6.94,0.42,19.45,1.03,0.23,0.83,360,203,54,4269,477,29,1337,71,16,57,76.92,9279,7137,2.61,0.01,1.08,186,1,77
ENTRE RIOS_LA PAZ,"La Paz, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,5.64,8.16,0.75,50.84,10.57,0.61,20.63,1.98,0.34,0.48,1757,2543,234,15848,3295,190,6431,617,105,150,68.02,50296,34209,7.67,0.08,1.13,2625,29,385
ENTRE RIOS_NOGOYA,"Nogoya, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,4.34,10.89,0.81,45.16,15.99,0.81,18.98,2.01,0.41,0.59,949,2381,178,9872,3496,177,4149,439,89,128,79.84,30109,24039,8.21,0.05,0.82,1973,11,197
ENTRE RIOS_PARANA,"Parana, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,10.32,23.66,1.14,37.84,9.34,1.04,13.59,2.35,0.29,0.45,14585,33448,1606,53494,13202,1464,19207,3329,403,632,78.77,188110,148182,2.76,0.08,1.76,4083,118,2611
ENTRE RIOS_PARANA - CAMPANA,"Parana - Campana, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,4.29,15.6,0.95,40.83,15.26,0.62,19.82,1.78,0.29,0.56,2390,8681,527,22720,8494,346,11030,989,162,310,82.91,70819,58715,4.29,0.04,0.89,2520,26,520
ENTRE RIOS_SAN SALVADOR,"San Salvador, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,3.58,6.13,1.13,43.93,23.33,0.6,18.17,1.93,0.55,0.66,386,661,122,4739,2517,65,1960,208,59,71,83.08,13650,11341,4.1,0,0.78,465,0,88
ENTRE RIOS_TALA,"Tala, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,4.76,8.33,0.79,47.8,15.04,0.3,20.28,2.11,0.34,0.24,707,1238,118,7103,2235,45,3014,313,51,36,78.27,20680,16186,7.38,0.02,0.79,1195,3,128
ENTRE RIOS_URUGUAY,"Uruguay, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,7.49,13.9,1.4,45.44,12.27,0.72,14.5,3.18,0.45,0.64,4109,7622,770,24913,6727,395,7947,1744,248,350,80.81,74513,60213,7.42,0.04,1.48,4470,27,891
ENTRE RIOS_VICTORIA,"Victoria, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,6.12,19.59,1.05,39.41,14.59,0.34,15.34,1.96,0.41,1.2,1154,3692,197,7428,2750,64,2891,370,78,226,74.75,27149,20293,5.89,0.01,1.2,1196,3,244
ENTRE RIOS_VILLAGUAY,"Villaguay, Entre Rios",ALIANZA FRENTE PARA LA VICTORIA,4.14,8.56,1.13,53.67,12.46,0.48,16.16,2.32,0.35,0.72,996,2059,273,12909,2998,115,3888,559,84,172,71.19,36004,25630,4.94,0.04,1.18,1265,9,303
FORMOSA_BERMEJO,"Bermejo, Formosa",ALIANZA FRENTE PARA LA VICTORIA,0.82,0.62,0.29,85.99,1.93,0.04,8.51,1.35,0.15,0.31,45,34,16,4718,106,2,467,74,8,17,59.73,9208,5500,0.24,0,0,13,0,0
FORMOSA_FORMOSA,"Formosa, Formosa",ALIANZA FRENTE PARA LA VICTORIA,3.5,3.38,1.35,61.22,9.24,0.59,16.44,3.19,0.33,0.77,3806,3674,1467,66638,10060,640,17894,3473,360,842,73.94,155652,115092,2.56,2.08,0.78,2946,2395,897
FORMOSA_LAISHI,"Laishi, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.28,1.14,0.48,77.28,6.96,0.18,9.3,1.21,0.16,2.02,115,102,43,6940,625,16,835,109,14,181,69.49,13036,9059,0.73,0.02,0.12,66,2,11
FORMOSA_MATACOS,"Matacos, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.25,2,0.33,86.18,3.54,0.33,4.23,1.41,0.24,0.49,68,109,18,4702,193,18,231,77,13,27,60.47,9064,5481,0.4,0.05,0,22,3,0
FORMOSA_PATIÑO,"Patiño, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.11,1.47,0.31,77.25,4.92,0.25,12.74,1.39,0.21,0.36,352,466,100,24534,1562,78,4046,442,67,114,67.5,48324,32617,0.82,1.59,0.21,269,519,68
FORMOSA_PILAGAS,"Pilagas, Formosa",ALIANZA FRENTE PARA LA VICTORIA,0.73,0.87,0.41,83.85,2.98,0.09,9.37,1.25,0.16,0.27,73,87,41,8346,297,9,933,124,16,27,72.64,13883,10084,0.46,0.73,0.11,46,74,11
FORMOSA_PILCOMAYO,"Pilcomayo, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.02,1.29,0.39,77.75,3.83,0.29,13.82,1.28,0.13,0.2,409,518,156,31107,1534,115,5529,511,53,79,71.29,58181,41479,1.83,1.18,0.53,761,489,218
FORMOSA_PIRANE,"Pirane, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.75,2.15,0.41,70.61,5.4,0.6,16.25,2.07,0.27,0.48,540,664,128,21800,1667,186,5016,639,83,149,68.55,45733,31349,1.25,0.08,0.19,391,26,60
FORMOSA_RAMON LISTA,"Ramon Lista, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1,0.55,1.16,82.41,2.55,0.11,9.99,1.3,0.23,0.71,44,24,51,3621,112,5,439,57,10,31,62.22,7113,4426,0.7,0.02,0,31,1,0
JUJUY_COCHINOCA,"Cochinoca, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,1.95,2.39,1.76,60.47,3.86,1.76,25.14,1.76,0.09,0.82,112,137,101,3466,221,101,1441,101,5,47,75.04,8272,6207,2.45,4.01,1.19,152,249,74
JUJUY_EL CARMEN,"El Carmen, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,5.28,4.1,3.11,59.28,7.28,0.77,16.56,2.55,0.56,0.52,2116,1642,1246,23762,2916,307,6639,1022,224,207,74.98,55635,41716,2.15,0.27,1.5,898,113,624
JUJUY_DOCTOR MANUEL BELGRANO,"General Belgrano, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,6.81,7.87,4.03,47.93,5.7,1.07,23.18,2.6,0.43,0.39,8527,9848,5041,60006,7135,1341,29022,3256,533,486,74.47,175937,131024,2.44,0.16,1.85,3196,211,2422
JUJUY_HUMAHUACA,"Humahuaca, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,4.05,2.89,2.28,63.1,6.06,0.73,16.68,2.44,0.2,1.57,321,229,181,4999,480,58,1321,193,16,124,64.54,12890,8319,2.79,0.26,1.72,232,22,143
JUJUY_LEDESMA,"Ledesma, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,5.57,3.93,2.56,66.06,3.58,0.64,14.93,2.08,0.26,0.38,2152,1518,989,25516,1382,247,5768,804,102,145,74.27,53761,39926,1.79,0.15,1.32,716,59,528
JUJUY_PALPALA,"Palpala, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,5.06,4.65,3.53,59.91,4.04,1.38,18.24,2.34,0.47,0.39,1353,1242,944,16012,1079,368,4876,625,125,104,78.63,35443,27870,2.54,0.1,1.45,709,29,404
JUJUY_RINCONADA,"Rinconada, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,1.34,2.13,0.67,74.02,10.08,0.45,9.18,1.34,0,0.78,12,19,6,661,90,4,82,12,0,7,63.04,1442,909,0.66,0.55,0.55,6,5,5
JUJUY_SAN ANTONIO,"San Antonio, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,3.74,3.44,1.4,62.24,2.64,0.45,24.84,0.95,0.15,0.15,75,69,28,1248,53,9,498,19,3,3,69.02,3054,2108,3.04,0.95,0.9,64,20,19
JUJUY_SAN PEDRO,"San Pedro, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,4.9,3.47,2.31,65.19,5.68,0.53,14.63,2.12,0.46,0.69,1774,1259,838,23625,2059,192,5303,770,167,251,73.6,51591,37972,2.68,0.4,1.49,1016,152,566
JUJUY_SANTA BARBARA,"Santa Barbara, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,1.61,1.2,0.83,82.52,3,0.26,9,1.1,0.11,0.37,142,106,73,7288,265,23,795,97,10,33,73.27,12299,9012,1.18,0.06,0.77,106,5,69
JUJUY_SANTA CATALINA,"Santa Catalina, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,0.97,0.86,0.54,78.28,1.94,0.43,15.05,1.4,0.22,0.32,9,8,5,728,18,4,140,13,2,3,41,2473,1014,5.72,0.1,2.47,58,1,25
JUJUY_SUSQUES,"Susques, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.66,2.85,1.2,65.4,2.72,0.38,23.28,0.95,0.25,0.32,42,45,19,1034,43,6,368,15,4,5,74.43,2182,1624,1.54,0.18,0.92,25,3,15
JUJUY_TILCARA,"Tilcara, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.52,3.08,2.41,64.39,4.93,1.54,19.05,1.52,0.05,0.49,154,188,147,3928,301,94,1162,93,3,30,74.13,8559,6345,2.81,0.05,1.01,178,3,64
JUJUY_TUMBAYA,"Tumbaya, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.62,3.26,1.75,60.83,7.52,0.57,20.49,2.12,0.3,0.54,78,97,52,1811,224,17,610,63,9,16,75.67,4061,3073,2.05,0.13,0.94,63,4,29
JUJUY_YAVI,"Yavi, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.81,2.54,2.09,71.88,3.42,0.79,14.62,1.02,0.2,0.64,257,232,191,6565,312,72,1335,93,18,58,66.45,14351,9536,2.5,0.14,1.59,238,13,152
LA PAMPA_ATREUCO,"Atreuco, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,7.72,4.64,0.73,44.12,11.73,0.24,27.9,2.42,0.27,0.23,507,305,48,2899,771,16,1833,159,18,15,82.89,8478,7027,5.45,0.01,1.02,383,1,72
LA PAMPA_CALEU CALEU,"Caleu Caleu, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,4.95,2.83,0.88,73.47,5.31,0,10.26,1.68,0.35,0.27,56,32,10,831,60,0,116,19,4,3,82.97,1421,1179,3.14,0,0.93,37,0,11
LA PAMPA_CAPITAL,"Capital, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,9.85,9.29,1.94,52.35,9.22,0.75,13,2.94,0.34,0.32,5963,5621,1173,31684,5582,456,7867,1780,205,196,77.51,82581,64011,3.39,0.18,1.87,2168,118,1198
LA PAMPA_CATRILO,"Catrilo, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,8.97,2.97,0.65,48.95,14.14,0.28,20.7,3.01,0.26,0.07,387,128,28,2111,610,12,893,130,11,3,81.28,5577,4533,2.54,0.07,2.25,115,3,102
LA PAMPA_CHALILEO,"Chalileo, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,12.37,2.73,0.68,55.25,11.93,0.44,10.88,4.6,0,1.12,199,44,11,889,192,7,175,74,0,18,79.15,2187,1731,2.66,2.31,2.08,46,40,36
LA PAMPA_CHAPALEUFU,"Chapaleufu, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,17.75,5.5,1.1,40.57,15.43,0.27,15.97,2.68,0.11,0.62,1296,402,80,2963,1127,20,1166,196,8,45,81.39,9402,7652,3.33,0.08,1.15,255,6,88
LA PAMPA_CHICAL CO,"Chical-Co, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,5.56,3.95,0.59,61.35,5.86,0,15.96,5.27,0.29,1.17,38,27,4,419,40,0,109,36,2,8,70.11,1047,734,1.5,2.86,2.59,11,21,19
LA PAMPA_CONHELO,"Conhelo, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,9.5,5.39,1.06,49.48,11.55,0.44,20.03,1.97,0.25,0.34,873,495,97,4547,1061,40,1841,181,23,31,81.47,12103,9860,5.49,0.04,1.28,541,4,126
LA PAMPA_CURACO,"Curaco, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,4.99,1.29,1.66,64.7,5.91,0.55,19.04,1.29,0.18,0.37,27,7,9,350,32,3,103,7,1,2,75.2,746,561,2.67,0,0.89,15,0,5
LA PAMPA_GUATRACHE,"Guatrache, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,10.69,6.67,1.5,36.85,15.56,0.59,23.4,3.68,0.32,0.74,563,351,79,1940,819,31,1232,194,17,39,80.91,6966,5636,5.89,0,0.69,332,0,39
LA PAMPA_HUCAL,"Hucal, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,12.11,6.35,0.92,42.76,13.36,0.37,19.53,3.8,0.39,0.43,622,326,47,2196,686,19,1003,195,20,22,83.86,6765,5673,3.51,4.55,1.41,199,258,80
LA PAMPA_LIHUEL CALEL,"Lihuel Calel, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,18.25,1.46,0.73,34.31,7.3,0,27.74,8.76,1.46,0,25,2,1,47,10,0,38,12,2,0,75,208,156,10.9,0,1.28,17,0,2
LA PAMPA_LIMAY MAHUIDA,"Limay Mahuida, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,6.43,0.32,0,71.38,4.5,0,15.76,1.29,0,0.32,20,1,0,222,14,0,49,4,0,1,75.48,420,317,1.26,0,0.63,4,0,2
LA PAMPA_LOVENTUE,"Loventue, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,10.95,4.21,0.57,58.84,8.05,0.14,14.49,2.24,0.14,0.36,611,235,32,3282,449,8,808,125,8,20,81.96,7074,5798,2.97,0.12,0.71,172,7,41
LA PAMPA_MARACO,"Maraco, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,16.59,8.04,1.68,43.09,12.38,0.57,13.29,3.59,0.31,0.47,5630,2728,570,14627,4203,193,4511,1218,106,158,79.25,45433,36006,3.54,0.34,1.84,1276,122,664
LA PAMPA_PUELEN,"Puelen, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,5.96,4.19,1.23,63.14,14.41,0.21,7.38,2.48,0.38,0.63,286,201,59,3028,691,10,354,119,18,30,85.25,6298,5369,8.31,0.17,2.2,446,9,118
LA PAMPA_QUEMU QUEMU,"Quemu Quemu, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,12.52,5.02,1.52,35.79,17.37,0.34,22.81,3.86,0.45,0.34,669,268,81,1912,928,18,1219,206,24,18,80.92,7123,5764,5.45,0.03,1.82,314,2,105
LA PAMPA_RANCUL,"Rancul, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,15.26,4.54,0.77,41.36,11.34,0.16,24.33,1.72,0.22,0.3,968,288,49,2623,719,10,1543,109,14,19,83.37,8333,6947,3.57,3.89,1.25,248,270,87
LA PAMPA_REALICO,"Realico, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,17.32,5.88,0.82,39.67,13.89,0.25,19.14,2.41,0.25,0.38,1745,592,83,3996,1399,25,1928,243,25,38,80.37,13032,10474,2.64,0.04,1.14,277,4,119
LA PAMPA_TOAY,"Toay, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,9.94,6.44,1.53,56.97,9.19,0.23,12.85,2.25,0.3,0.3,593,384,91,3397,548,14,766,134,18,18,77.46,8110,6282,2.98,0.27,1.83,187,17,115
LA PAMPA_TRENEL,"Trenel, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,12.2,7.93,0.91,49.12,11.76,0.12,15.97,1.43,0.18,0.38,417,271,31,1679,402,4,546,49,6,13,80.79,4372,3532,1.93,0,1.3,68,0,46
LA PAMPA_UTRACAN,"Utracan, La Pampa",ALIANZA FRENTE PARA LA VICTORIA,11.22,4.44,1.53,45.9,10.85,0.29,22.07,2.97,0.22,0.5,990,392,135,4049,957,26,1947,262,19,44,76.99,12065,9289,3.28,0.25,1.51,305,23,140
LA RIOJA_ARAUCO,"Arauco, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.13,2.49,0.79,66.19,5.19,0.35,10.99,1.24,0.23,0.39,692,142,45,3775,296,20,627,71,13,22,61.97,10344,6410,9.44,0.11,1.48,605,7,95
LA RIOJA_CAPITAL,"Capital, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,24.89,4.13,2.24,43.9,4.66,0.6,16.51,2.16,0.37,0.54,17339,2880,1559,30577,3246,419,11499,1502,260,377,71.39,120780,86226,17.18,0.15,1.88,14817,126,1625
LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,11.67,1.58,0.66,69.13,3.61,0.62,11.8,0.58,0.12,0.21,281,38,16,1664,87,15,284,14,3,5,76.22,3797,2894,16.1,0.55,0.17,466,16,5
LA RIOJA_CHAMICAL,"Chamical, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,19.23,5.2,0.53,50.82,2.06,0.16,20.24,0.83,0.31,0.62,1232,333,34,3256,132,10,1297,53,20,40,69.02,10410,7185,10.01,0,0.82,719,0,59
LA RIOJA_CHILECITO,"Chilecito, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,15.4,3.59,1.38,43.13,3.76,0.48,29.73,1.55,0.4,0.59,2837,662,254,7945,692,88,5477,286,74,108,70.23,31746,22295,16.03,0.09,1.24,3574,21,277
LA RIOJA_FAMATINA,"Famatina, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,13.11,2.05,0.82,54.26,2.33,0.82,23.31,2.02,0.51,0.75,383,60,24,1585,68,24,681,59,15,22,74.32,4704,3496,13.64,0.49,2.32,477,17,81
LA RIOJA_CORONEL FELIPE VARELA,"Felipe Varela, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,8.75,2.26,0.81,65.22,1.8,0.29,18.7,1.3,0.33,0.55,398,103,37,2968,82,13,851,59,15,25,72.6,7769,5640,18.65,0.04,0.62,1052,2,35
LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.84,0.63,0.21,62.95,1.12,0.14,21.61,0.28,0.21,0,183,9,3,897,16,2,308,4,3,0,71.32,2294,1636,12.65,0,0.24,207,0,4
LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,20.21,2.14,0.72,55.05,2.68,0.16,17.25,1.01,0.16,0.63,642,68,23,1749,85,5,548,32,5,20,67.03,5483,3675,12.65,0,0.9,465,0,33
LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,7.75,0.6,0.3,67.2,0.7,0,22.13,1.01,0.2,0.1,77,6,3,668,7,0,220,10,2,1,68.81,1574,1083,8.13,0,0.09,88,0,1
LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,9.18,1.52,0.54,79.51,1.4,0.2,6.95,0.26,0.09,0.34,321,53,19,2779,49,7,243,9,3,12,70.8,5720,4050,13.04,0,0.67,528,0,27
LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,14.04,1.64,0.23,65.45,2.07,0.05,15.16,0.75,0.23,0.38,299,35,5,1394,44,1,323,16,5,8,77.37,3412,2640,18.45,0,0.87,487,0,23
LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.85,1.24,1.33,68.66,1.58,0.58,10.95,1.58,0.33,0.91,155,15,16,828,19,7,132,19,4,11,70.08,2129,1492,18.63,0.27,0.27,278,4,4
LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,23.73,0.81,0.46,58.6,2.49,0.56,11.91,0.66,0.25,0.51,466,16,9,1151,49,11,234,13,5,10,71.42,3181,2272,12.24,0,1.32,278,0,30
LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,18.01,1.7,1.13,66.72,1.62,0.21,9.04,0.75,0.36,0.46,1102,104,69,4082,99,13,553,46,22,28,68.01,10755,7315,15.35,0,1.01,1123,0,74
LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,14.9,2.43,0.81,63.77,2.11,0.27,14.09,0.92,0.32,0.38,276,45,15,1181,39,5,261,17,6,7,73.95,2944,2177,14.19,0,0.73,309,0,16
LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,17.44,1.34,0.75,65.5,2.01,0.22,9.84,2.24,0.3,0.37,234,18,10,879,27,3,132,30,4,5,71.73,2359,1692,17.43,0,3.25,295,0,55
LA RIOJA_VINCHINA,"Vinchina, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,6.52,1.06,0.57,69.5,3.05,0.21,17.94,0.71,0.35,0.07,92,15,8,980,43,3,253,10,5,1,69.55,2289,1592,10.49,0,0.94,167,0,15
MENDOZA_CAPITAL,"Capital, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,17.54,14.02,3.62,29.77,12.79,1.66,14.55,5.56,0.23,0.26,12521,10005,2585,21255,9130,1186,10389,3970,162,183,74.87,98654,73866,1.37,0.09,1.89,1014,70,1396
MENDOZA_GENERAL ALVEAR,"General Alvear, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,13.52,6.16,0.93,50.52,8.86,1.01,16.37,2.07,0.23,0.31,3645,1662,251,13623,2390,272,4414,559,63,84,80.25,34670,27821,1.39,0.1,1.59,387,28,443
MENDOZA_GODOY CRUZ,"Godoy Cruz, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,20.66,11.02,3.66,38.51,6.59,1.86,12.9,3.95,0.31,0.54,22788,12154,4038,42486,7272,2048,14227,4359,342,600,78.38,146566,114873,1.22,0.22,2.53,1400,249,2910
MENDOZA_GUAYMALLEN,"Guaymallen, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,22.4,7.87,3.49,43.66,6,1.59,11.06,3.24,0.27,0.41,33702,11841,5243,65682,9026,2395,16645,4875,412,617,79.6,197116,156896,1.16,0.25,2.7,1816,398,4244
MENDOZA_JUNIN,"Junin, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,23.71,6.3,1.87,46.85,3.67,0.66,14.05,1.97,0.29,0.64,5513,1464,434,10894,853,154,3268,458,67,148,81.84,29669,24282,1.73,0.2,2.31,419,48,562
MENDOZA_LA PAZ,"La Paz, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,10.41,1.57,0.74,44.21,1.57,0.27,39.95,0.69,0.18,0.42,645,97,46,2740,97,17,2476,43,11,26,85.29,7517,6411,2.37,0.11,0.84,152,7,54
MENDOZA_LAS HERAS,"Las Heras, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,21.07,5.83,3.29,51,4.1,1.49,9.99,2.45,0.3,0.47,21314,5901,3332,51582,4146,1504,10099,2479,303,477,78.5,134425,105525,1.44,0.15,2.57,1517,156,2715
MENDOZA_LAVALLE,"Lavalle, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,15.82,2.18,1.57,66.15,1.87,0.69,9.7,1.35,0.26,0.41,3184,438,317,13314,377,139,1953,271,52,82,83.96,25106,21080,1.66,1.39,1.48,349,292,312
MENDOZA_LUJAN DE CUYO,"Lujan, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,22.9,8.49,2.85,44.65,6.44,1.44,9.14,3.32,0.31,0.44,14334,5316,1786,27945,4033,899,5719,2079,195,275,81.32,80457,65429,1.56,0.12,2.68,1020,76,1752
MENDOZA_MAIPU,"Maipu, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,22.34,6.2,3.09,50.44,4.97,1.28,8.57,2.36,0.3,0.45,20371,5649,2818,45996,4528,1168,7816,2156,274,409,82.91,115465,95734,1.79,0.26,2.7,1711,252,2586
MENDOZA_MALARGÜE,"Malargüe, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,10.17,4.11,1.17,65.13,3.19,0.47,12.73,2.03,0.34,0.66,1519,614,175,9728,476,70,1901,303,51,99,77.98,19923,15536,2.68,0.1,1.09,416,15,169
MENDOZA_RIVADAVIA,"Rivadavia, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,21.75,7.98,1.39,45.7,3.56,0.53,16.61,1.84,0.25,0.39,6684,2454,427,14044,1094,163,5105,565,76,121,81.07,39359,31908,1.53,0.11,2.04,487,36,652
MENDOZA_SAN CARLOS,"San Carlos, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,21.75,4.79,1.14,51.02,4.47,1.18,11.65,2.29,0.28,1.44,3775,832,198,8857,776,204,2023,397,48,250,82.77,21799,18042,2.13,0.08,1.57,385,14,283
MENDOZA_SAN MARTIN,"San Martin, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,21.72,5.79,2.26,51.03,4.46,0.79,11.05,2.19,0.31,0.39,14191,3781,1477,33341,2917,513,7220,1434,201,258,81.45,83323,67869,1.49,0.11,2.14,1009,73,1454
MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,16.95,4.63,1.14,54.79,7.57,0.8,10.74,2.57,0.37,0.44,16831,4600,1129,54391,7511,797,10666,2547,367,438,78.02,131715,102765,1.35,0.05,1.99,1383,56,2049
MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,13.99,2.12,0.97,61.03,2.57,0.84,16.96,0.95,0.16,0.43,1243,188,86,5424,228,75,1507,84,14,38,81.59,11225,9159,1.67,0.22,1.08,153,20,99
MENDOZA_TUNUYAN,"Tunuyan, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,19.61,5.65,2.14,48.92,4.94,1.06,14.3,2.32,0.38,0.67,5103,1471,558,12731,1286,275,3722,603,100,175,81.07,33177,26896,1.35,0.06,1.83,364,17,491
MENDOZA_TUPUNGATO,"Tupungato, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,21.61,2.87,1.33,50.19,5,0.98,14.55,2.57,0.39,0.51,3340,443,206,7756,773,151,2248,397,61,79,79.81,20210,16129,2.11,0.01,2.06,341,2,332
MISIONES_25 DE MAYO,"25 De Mayo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.12,0.87,0.65,73.04,9.81,0.33,10.4,1.22,0.27,2.29,152,119,88,9947,1336,45,1416,166,37,312,90.45,18014,16293,2.63,13.59,0.2,428,2215,32
MISIONES_APOSTOLES,"Apostoles, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.17,2.19,0.54,57.85,17.64,0.51,15.25,2.08,0.26,0.5,626,433,107,11418,3482,101,3010,410,51,98,79.98,27994,22390,2.26,8.99,0.61,505,2012,137
