,id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,FRENTE PARA LA VICTORIA_perc,CAMBIEMOS_votos,FRENTE PARA LA VICTORIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
458,SANTA FE_CASEROS,"Caseros, Santa Fe",CAMBIEMOS,67.24,32.76,37297,18171,80.71,71026,57325,1.89,0,1.34,1086,1,770
459,SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",CAMBIEMOS,66.86,33.14,74784,37065,80.09,143375,114822,1.19,0.01,1.39,1371,9,1593
460,SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",CAMBIEMOS,52.52,47.48,30653,27714,81.7,73536,60078,1.71,0.01,1.13,1026,8,677
461,SANTA FE_GARAY,"Garay, Santa Fe",FRENTE PARA LA VICTORIA,48.1,51.9,6303,6801,74.56,17986,13411,1.09,0.01,1.19,146,1,160
462,SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",CAMBIEMOS,62.21,37.79,77965,47355,79.03,162428,128362,1.37,0,0.99,1764,6,1272
463,SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",CAMBIEMOS,52.6,47.4,57929,52212,79.03,141389,111733,0.55,0.01,0.86,614,14,964
464,SANTA FE_IRIONDO,"Iriondo, Santa Fe",CAMBIEMOS,57.61,42.39,25352,18652,79.36,57200,45395,2.21,0.01,0.85,1003,3,385
465,SANTA FE_LA CAPITAL,"La Capital, Santa Fe",CAMBIEMOS,53.83,46.17,169489,145369,76.81,423118,324990,1.24,0.04,1.84,4039,118,5975
466,SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",CAMBIEMOS,70.06,29.94,47037,20099,80.99,85119,68934,1.28,0.01,1.32,881,6,911
467,SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",CAMBIEMOS,55.57,44.43,9979,7979,73.46,24760,18189,0.51,0.03,0.74,92,5,134
468,SANTA FE_ROSARIO,"Rosario, Santa Fe",CAMBIEMOS,51.85,48.15,399874,371311,78.61,1020070,801830,1.64,0.03,2.15,13131,276,17238
469,SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",CAMBIEMOS,58.2,41.8,24701,17744,75.83,56947,43181,1,0,0.71,430,1,305
470,SANTA FE_SAN JAVIER,"San Javier, Santa Fe",CAMBIEMOS,50.68,49.32,9687,9426,76.09,25667,19529,0.93,0.01,1.19,182,1,233
471,SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",CAMBIEMOS,55.53,44.47,28563,22871,78.49,67202,52747,1.46,0.02,1.02,768,9,536
472,SANTA FE_SAN JUSTO,"San Justo, Santa Fe",CAMBIEMOS,61.8,38.2,16484,10187,77.01,35404,27266,1.12,0.01,1.05,305,3,287
473,SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",CAMBIEMOS,53.37,46.63,58070,50738,81.22,138235,112277,1.49,0.02,1.58,1674,25,1770
474,SANTA FE_SAN MARTIN,"San Martin, Santa Fe",CAMBIEMOS,66.22,33.78,26960,13751,79.21,52801,41824,1.26,0,1.4,529,0,584
475,SANTA FE_VERA,"Vera, Santa Fe",CAMBIEMOS,50.22,49.78,15640,15502,73.61,42927,31599,0.71,0.01,0.72,224,4,229
476,SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",FRENTE PARA LA VICTORIA,45.14,54.86,2403,2920,81.12,6599,5353,0.34,0,0.22,18,0,12
477,SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",FRENTE PARA LA VICTORIA,15.81,84.19,1487,7921,78.3,12060,9443,0.26,0,0.11,25,0,10
478,SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",FRENTE PARA LA VICTORIA,12.53,87.47,917,6399,77.9,9465,7373,0.43,0.01,0.33,32,1,24
479,SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",FRENTE PARA LA VICTORIA,17.53,82.47,2306,10851,77.93,16967,13222,0.37,0,0.12,49,0,16
480,SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",FRENTE PARA LA VICTORIA,30.03,69.97,27267,63524,81,113661,92060,0.59,0.04,0.75,546,36,687
481,SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",FRENTE PARA LA VICTORIA,48.65,51.35,2952,3116,82.55,7417,6123,0.49,0,0.41,30,0,25
482,SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",FRENTE PARA LA VICTORIA,36.65,63.35,66424,114803,83.05,221647,184077,0.65,0.03,0.87,1194,60,1596
483,SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",FRENTE PARA LA VICTORIA,25.7,74.3,5865,16956,79.15,29292,23186,0.72,0.03,0.83,166,7,192
484,SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",FRENTE PARA LA VICTORIA,17.11,82.89,2646,12816,77.26,20156,15572,0.45,0,0.26,70,0,40
485,SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",FRENTE PARA LA VICTORIA,9.73,90.27,935,8677,73.89,13064,9653,0.19,0.03,0.21,18,3,20
486,SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",FRENTE PARA LA VICTORIA,14.3,85.7,745,4464,80.61,6512,5249,0.4,0.08,0.29,21,4,15
487,SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",FRENTE PARA LA VICTORIA,13.26,86.74,1133,7412,76.6,11218,8593,0.34,0.02,0.2,29,2,17
488,SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",FRENTE PARA LA VICTORIA,18.68,81.32,1772,7713,78.63,12153,9556,0.48,0.05,0.21,46,5,20
489,SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",FRENTE PARA LA VICTORIA,25.76,74.24,3263,9405,77.5,16519,12802,0.52,0,0.53,66,0,68
490,SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",FRENTE PARA LA VICTORIA,37.8,62.2,316,520,72.84,1160,845,0.71,0,0.36,6,0,3
491,SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",FRENTE PARA LA VICTORIA,22.98,77.02,4445,14895,78.8,24731,19488,0.46,0.02,0.29,89,3,56
492,SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",FRENTE PARA LA VICTORIA,25.92,74.08,2527,7221,78.1,12600,9841,0.4,0,0.55,39,0,54
493,SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",FRENTE PARA LA VICTORIA,16.51,83.49,2065,10442,78.04,16087,12554,0.14,0.04,0.2,17,5,25
494,SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",FRENTE PARA LA VICTORIA,29.46,70.54,1736,4157,75.35,7915,5964,0.7,0,0.49,42,0,29
495,SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",FRENTE PARA LA VICTORIA,18.94,81.06,6429,27523,78.28,43960,34412,0.5,0.04,0.8,172,13,275
496,SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",CAMBIEMOS,51.97,48.03,1674,1547,81.93,3963,3247,0.65,0.06,0.09,21,2,3
497,SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",FRENTE PARA LA VICTORIA,24.15,75.85,6617,20784,79.4,34867,27684,0.58,0.01,0.43,161,2,120
498,SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",FRENTE PARA LA VICTORIA,14.98,85.02,902,5119,73.2,8288,6067,0.46,0,0.3,28,0,18
499,SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",FRENTE PARA LA VICTORIA,12.78,87.22,683,4660,77.76,6896,5362,0.19,0,0.17,10,0,9
500,SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",FRENTE PARA LA VICTORIA,15.81,84.19,368,1960,77.31,3041,2351,0.81,0,0.17,19,0,4
501,SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",FRENTE PARA LA VICTORIA,13.47,86.53,700,4496,77.53,6756,5238,0.61,0,0.19,32,0,10
502,SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",FRENTE PARA LA VICTORIA,24.61,75.39,6165,18888,81.16,31184,25310,0.59,0.03,0.4,149,8,100
503,TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",CAMBIEMOS,83.56,16.44,183,36,57.29,384,220,0.45,0,0,1,0,0
504,TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",FRENTE PARA LA VICTORIA,36.81,63.19,19593,33638,76.96,71426,54973,0.92,0.03,2.22,506,18,1218
505,TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",FRENTE PARA LA VICTORIA,47.08,52.92,18556,20855,73.58,55265,40664,0.66,0.06,2.36,270,25,958
506,TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",FRENTE PARA LA VICTORIA,35.65,64.35,6977,12592,83.26,23747,19772,0.34,0.04,0.65,67,7,129
507,TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",FRENTE PARA LA VICTORIA,23.96,76.04,6321,20059,82.23,32349,26600,0.38,0.03,0.42,100,8,112
508,TUCUMAN_CAPITAL,"Capital, Tucuman",CAMBIEMOS,52.25,47.75,183504,167721,81.84,438056,358500,0.88,0.08,1.08,3146,272,3857
509,TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",FRENTE PARA LA VICTORIA,36.04,63.96,18869,33488,84.45,62769,53009,0.4,0.05,0.78,211,26,415
510,TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",FRENTE PARA LA VICTORIA,32.16,67.84,39351,83022,84.63,146500,123978,0.55,0.07,0.68,677,83,845
511,TUCUMAN_FAMAILLA,"Famailla, Tucuman",FRENTE PARA LA VICTORIA,32.69,67.31,7215,14853,81.02,27736,22471,0.84,0.08,0.88,189,17,197
512,TUCUMAN_GRANEROS,"Graneros, Tucuman",FRENTE PARA LA VICTORIA,21.17,78.83,1911,7114,82.41,11018,9080,0.41,0.01,0.19,37,1,17
513,TUCUMAN_LA COCHA,"La Cocha, Tucuman",FRENTE PARA LA VICTORIA,30.71,69.29,3919,8843,84.87,15189,12891,0.26,0.03,0.71,34,4,91
514,TUCUMAN_LEALES,"Leales, Tucuman",FRENTE PARA LA VICTORIA,26.72,73.28,10083,27659,84.34,45258,38170,0.41,0.04,0.68,155,14,259
515,TUCUMAN_LULES,"Lules, Tucuman",FRENTE PARA LA VICTORIA,40.33,59.67,16441,24324,84.98,48711,41397,0.53,0.04,0.96,220,16,396
516,TUCUMAN_MONTEROS,"Monteros, Tucuman",FRENTE PARA LA VICTORIA,27.96,72.04,12035,31005,85.09,50997,43394,0.35,0.05,0.41,152,23,179
517,TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",FRENTE PARA LA VICTORIA,29.11,70.89,11277,27461,85.09,45942,39093,0.39,0.04,0.48,153,16,186
518,TUCUMAN_SIMOCA,"Simoca, Tucuman",FRENTE PARA LA VICTORIA,25.51,74.49,5643,16474,82.64,26944,22266,0.26,0.02,0.38,59,5,85
519,TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",FRENTE PARA LA VICTORIA,27.07,72.93,2803,7553,82.45,12777,10534,0.69,0.03,0.97,73,3,102
520,TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",FRENTE PARA LA VICTORIA,42.76,57.24,35897,48051,85.02,100777,85683,0.73,0.1,1.19,628,85,1022
521,TUCUMAN_TRANCAS,"Trancas, Tucuman",FRENTE PARA LA VICTORIA,35.58,64.42,3964,7176,81.98,13816,11327,0.41,0.04,1.2,47,4,136
522,TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",CAMBIEMOS,55.43,44.57,31349,25207,86.16,66767,57527,0.65,0.02,1.01,376,12,583
