id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
JUJUY_HUMAHUACA,"Humahuaca, Jujuy",FRENTE DE TODOS,10.18,5.02,58.89,4.97,0.3,17.16,0.69,0.36,0.2,2.23,810,399,4685,395,24,1365,55,29,16,177,59.48,14415,8574,3.72,1.57,1.92,319,135,165
JUJUY_LEDESMA,"Ledesma, Jujuy",FRENTE DE TODOS,7.81,3.14,58.89,2.99,0.19,24.85,0.4,0.14,0.08,1.52,3134,1262,23632,1199,75,9973,159,55,33,609,63.51,65580,41647,2.23,0.1,1.32,928,40,548
JUJUY_PALPALA,"Palpala, Jujuy",FRENTE DE TODOS,13.23,4.08,45.06,4.62,0.32,28.05,0.6,0.3,0.15,3.58,3721,1149,12676,1300,91,7891,170,83,42,1007,66.24,44897,29738,4.02,0.06,1.32,1196,19,393
JUJUY_RINCONADA,"Rinconada, Jujuy",FRENTE DE TODOS,7.32,1.41,69.72,5.21,0.42,14.79,0.28,0.14,0.28,0.42,52,10,495,37,3,105,2,1,2,3,56.15,1334,749,2.54,0.8,1.87,19,6,14
JUJUY_SAN ANTONIO,"San Antonio, Jujuy",FRENTE DE TODOS,10.58,2.15,40.51,5.99,0.37,37.92,0.33,0.22,0.15,1.78,286,58,1095,162,10,1025,9,6,4,48,71.31,3995,2849,3.58,0.11,1.44,102,3,41
JUJUY_SAN PEDRO,"San Pedro, Jujuy",FRENTE DE TODOS,7.91,2.62,56.58,3.41,0.17,26.83,0.36,0.2,0.03,1.9,3098,1027,22163,1334,65,10512,141,78,13,743,65.05,63114,41055,2.78,0.7,1.1,1143,288,450
JUJUY_SANTA BARBARA,"Santa Barbara, Jujuy",FRENTE DE TODOS,6.19,0.92,66.06,3.03,0.41,22.53,0.26,0.12,0.07,0.41,452,67,4826,221,30,1646,19,9,5,30,50.94,14833,7556,2.5,0.08,0.74,189,6,56
JUJUY_SANTA CATALINA,"Santa Catalina, Jujuy",FRENTE DE TODOS,4.75,0.93,70.9,6.4,0,16.2,0.1,0.1,0,0.62,46,9,687,62,0,157,1,1,0,6,42.05,2414,1015,3.55,0,0.99,36,0,10
JUJUY_SUSQUES,"Susques, Jujuy",FRENTE DE TODOS,8.74,2.61,57.67,3.07,0.08,25.54,0.54,0.31,0.31,1.15,114,34,752,40,1,333,7,4,4,15,57.06,3144,1794,3.18,22.19,1.95,57,398,35
JUJUY_TILCARA,"Tilcara, Jujuy",FRENTE DE TODOS,8.18,3.27,58.86,4.27,0.08,22.82,0.58,0.25,0.08,1.59,482,193,3470,252,5,1345,34,15,5,94,58.58,10601,6210,3.57,0.21,1.29,222,13,80
JUJUY_TUMBAYA,"Tumbaya, Jujuy",FRENTE DE TODOS,8.09,2.76,54.37,3.65,0.29,29.41,0.32,0.11,0.04,0.97,226,77,1518,102,8,821,9,3,1,27,64.61,4580,2959,3.79,0.3,1.55,112,9,46
JUJUY_VALLE GRANDE,"Valle Grande, Jujuy",JUNTOS POR EL CAMBIO,1.1,0.44,43.93,0.66,0,53.64,0,0,0.22,0,5,2,199,3,0,243,0,0,1,0,21.02,2226,468,1.71,0.64,0.85,8,3,4
JUJUY_YAVI,"Yavi, Jujuy",FRENTE DE TODOS,10.48,2.92,60.89,6.19,0.18,15.81,0.58,0.39,0.12,2.44,976,272,5668,576,17,1472,54,36,11,227,56.94,17215,9802,3.16,0.16,1.7,310,16,167
LA PAMPA_ATREUCO,"Atreuco, La Pampa",FRENTE DE TODOS,7.19,1.18,48.93,1.25,0.21,38.02,0.84,0.2,0.15,2.02,516,85,3512,90,15,2729,60,14,11,145,77.1,9519,7339,1.24,0,0.97,91,0,71
LA PAMPA_CALEU CALEU,"Caleu Caleu, La Pampa",FRENTE DE TODOS,5.37,2.42,67.36,1.54,0.34,19.68,1.01,0.27,0.07,1.95,80,36,1003,23,5,293,15,4,1,29,77.56,1961,1521,0.79,0.07,1.25,12,1,19
LA PAMPA_CAPITAL,"Capital, La Pampa",FRENTE DE TODOS,8.44,2.76,53.7,2.3,0.29,28.57,1.38,0.21,0.18,2.16,5749,1880,36580,1568,199,19464,938,141,126,1472,74.61,93372,69664,0.89,0.08,1.24,623,58,866
LA PAMPA_CATRILO,"Catrilo, La Pampa",FRENTE DE TODOS,6.43,1.72,53.36,2.7,0.14,33.07,0.99,0.14,0.2,1.24,317,85,2630,133,7,1630,49,7,10,61,76.59,6552,5018,0.62,0.04,1.12,31,2,56
LA PAMPA_CHALILEO,"Chalileo, La Pampa",FRENTE DE TODOS,6.8,4.45,63.85,3.34,0.23,18.57,1.29,0.23,0.23,1,116,76,1090,57,4,317,22,4,4,17,69.5,2502,1739,0.52,0.12,1.21,9,2,21
LA PAMPA_CHAPALEUFU,"Chapaleufu, La Pampa",FRENTE DE TODOS,7.7,1.52,49.1,3,0.3,35.83,0.87,0.16,0.21,1.3,616,122,3929,240,24,2867,70,13,17,104,76.69,10643,8162,1.04,0.12,0.8,85,10,65
LA PAMPA_CHICAL CO,"Chical-Co, La Pampa",FRENTE DE TODOS,5.2,1.08,69.23,2.17,0.76,18.53,1.3,0.33,0.11,1.3,48,10,639,20,7,171,12,3,1,12,70.07,1340,939,1.17,0.21,0.32,11,2,3
LA PAMPA_CONHELO,"Conhelo, La Pampa",FRENTE DE TODOS,7.31,1.74,51.83,1.73,0.28,34.2,0.96,0.32,0.18,1.46,710,169,5035,168,27,3322,93,31,17,142,76.35,12961,9896,0.84,0.04,0.96,83,4,95
LA PAMPA_CURACO,"Curaco, La Pampa",FRENTE DE TODOS,6.59,0.64,68.17,3.05,0.32,18.97,0.64,0.16,0.48,0.96,41,4,424,19,2,118,4,1,3,6,75.8,843,639,1.25,0.63,0.78,8,4,5
LA PAMPA_GUATRACHE,"Guatrache, La Pampa",JUNTOS POR EL CAMBIO,8.04,1.87,36.89,1.78,0.61,45.74,1.2,0.25,0.18,3.43,447,104,2052,99,34,2544,67,14,10,191,72.09,7941,5725,1.99,0.05,0.8,114,3,46
LA PAMPA_HUCAL,"Hucal, La Pampa",JUNTOS POR EL CAMBIO,9.22,2.16,39.02,1.02,0.32,44.81,0.97,0.3,0.25,1.93,487,114,2060,54,17,2366,51,16,13,102,76.06,7096,5397,1.37,0.06,0.74,74,3,40
LA PAMPA_LIHUEL CALEL,"Lihuel Calel, La Pampa",FRENTE DE TODOS,8.81,3.14,54.72,1.89,0,30.19,1.26,0,0,0,14,5,87,3,0,48,2,0,0,0,64.4,250,161,0.62,0,0.62,1,0,1
LA PAMPA_LIMAY MAHUIDA,"Limay Mahuida, La Pampa",FRENTE DE TODOS,4.1,0.63,53,0.95,0,40.38,0.63,0,0,0.32,13,2,168,3,0,128,2,0,0,1,73.56,435,320,0.31,0.31,0.31,1,1,1
LA PAMPA_LOVENTUE,"Loventue, La Pampa",FRENTE DE TODOS,6.52,2.17,59.26,1.66,0.21,28.14,0.79,0.1,0.24,0.91,378,126,3437,96,12,1632,46,6,14,53,75.01,7874,5906,0.76,0.15,0.88,45,9,52
LA PAMPA_MARACO,"Maraco, La Pampa",FRENTE DE TODOS,8.72,2.53,45.95,3.74,0.34,34.73,1.34,0.27,0.22,2.17,3385,980,17830,1451,132,13476,521,104,84,841,76.96,51774,39847,1.1,0.06,1.46,439,24,580
LA PAMPA_PUELEN,"Puelen, La Pampa",FRENTE DE TODOS,9.09,2.31,57.74,6.54,0.32,21.04,1.01,0.34,0.2,1.42,539,137,3425,388,19,1248,60,20,12,84,72.14,8417,6072,0.82,0.07,1.42,50,4,86
LA PAMPA_QUEMU QUEMU,"Quemu Quemu, La Pampa",FRENTE DE TODOS,8.68,2.62,44.1,1.83,0.37,39.31,1.06,0.32,0.11,1.6,490,148,2488,103,21,2218,60,18,6,90,75.56,7605,5746,0.78,0.02,1.01,45,1,58
LA PAMPA_RANCUL,"Rancul, La Pampa",FRENTE DE TODOS,5.47,1.22,53.61,1.57,0.12,35.97,0.66,0.17,0.15,1.07,363,81,3561,104,8,2389,44,11,10,71,72.99,9339,6817,1.47,0.06,1.04,100,4,71
LA PAMPA_REALICO,"Realico, La Pampa",FRENTE DE TODOS,7.47,1.25,46.86,2.61,0.21,38.83,0.8,0.26,0.21,1.48,818,137,5128,286,23,4250,88,29,23,162,76.81,14562,11185,0.93,0.05,1.17,104,6,131
LA PAMPA_TOAY,"Toay, La Pampa",FRENTE DE TODOS,7.69,2.45,54.81,2.29,0.18,29.22,1.06,0.16,0.12,2.01,749,239,5337,223,18,2845,103,16,12,196,75.83,13129,9956,1.2,0.08,0.91,119,8,91
LA PAMPA_TRENEL,"Trenel, La Pampa",FRENTE DE TODOS,6.18,1.19,56.68,1.86,0.28,30.67,0.94,0.25,0.17,1.77,223,43,2044,67,10,1106,34,9,6,64,76.58,4820,3691,1.63,0,0.68,60,0,25
LA PAMPA_UTRACAN,"Utracan, La Pampa",FRENTE DE TODOS,9.03,2.24,43.84,2.44,0.39,38.38,1.36,0.29,0.26,1.77,882,219,4282,238,38,3749,133,28,25,173,73.07,13697,10009,1.24,0.07,1.11,124,7,111
LA RIOJA_ARAUCO,"Arauco, La Rioja",FRENTE DE TODOS,5.03,0.99,66.91,2.08,0.17,23.03,0.74,0.12,0.11,0.82,406,80,5405,168,14,1860,60,10,9,66,66.49,12718,8456,2.86,0.15,1.45,242,13,123
LA RIOJA_CAPITAL,"Capital, La Rioja",FRENTE DE TODOS,8.99,2.26,44.98,2.53,0.31,36.64,0.88,0.29,0.21,2.92,8989,2265,44990,2531,306,36650,877,291,214,2916,68.22,154226,105207,3.03,0.17,1.72,3193,177,1808
LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",FRENTE DE TODOS,5.96,1.42,61.82,0.87,0.13,27.43,0.58,0.26,0.16,1.36,184,44,1909,27,4,847,18,8,5,42,68.18,4765,3249,3.88,0.25,0.83,126,8,27
LA RIOJA_CHAMICAL,"Chamical, La Rioja",FRENTE DE TODOS,6.79,1.41,58.93,2.43,0.15,28.09,0.46,0.21,0.25,1.28,461,96,4000,165,10,1907,31,14,17,87,58.04,12253,7112,2.57,0.32,1.66,183,23,118
LA RIOJA_CHILECITO,"Chilecito, La Rioja",FRENTE DE TODOS,7.83,2.53,47.28,2.23,0.28,36.95,0.83,0.33,0.19,1.55,2060,665,12442,586,74,9722,218,88,50,409,68.04,40850,27793,3.16,0.17,1.99,879,48,552
LA RIOJA_FAMATINA,"Famatina, La Rioja",FRENTE DE TODOS,5.67,1.51,57.41,0.87,0.38,32.21,0.73,0.17,0.15,0.9,195,52,1975,30,13,1108,25,6,5,31,66.9,5366,3590,2.9,0.17,1.11,104,6,40
LA RIOJA_CORONEL FELIPE VARELA,"Felipe Varela, La Rioja",FRENTE DE TODOS,4.99,1.39,66.46,0.88,0.31,24.16,0.68,0.25,0.18,0.7,277,77,3689,49,17,1341,38,14,10,39,63.52,9107,5785,2.83,0.36,0.85,164,21,49
LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",FRENTE DE TODOS,4.03,0.54,76.11,1.08,0.12,16.55,0.42,0.3,0,0.84,67,9,1265,18,2,275,7,5,0,14,67.7,2570,1740,2.3,0.8,1.38,40,14,24
LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",FRENTE DE TODOS,5.49,1.59,53.7,3.1,0.24,33.44,0.68,0.32,0.22,1.22,225,65,2200,127,10,1370,28,13,9,50,62.32,6882,4289,1.91,0.16,2.4,82,7,103
LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",FRENTE DE TODOS,2.48,1.07,71.7,1.07,0.08,22.52,0.41,0.33,0.08,0.25,30,13,869,13,1,273,5,4,1,3,73.29,1722,1262,3.72,0.16,0.08,47,2,1
LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",FRENTE DE TODOS,3.26,0.77,77.95,0.67,0.21,15.76,0.41,0.18,0.13,0.67,127,30,3036,26,8,614,16,7,5,26,62.78,6351,3987,1.53,0.13,0.65,61,5,26
LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",FRENTE DE TODOS,3.27,0.95,70.15,0.49,0.11,23.69,0.49,0.3,0,0.53,86,25,1845,13,3,623,13,8,0,14,69.21,3939,2726,2.02,0.07,1.43,55,2,39
LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",FRENTE DE TODOS,2.87,1.17,75.16,1,0.23,17.28,0.64,0.29,0.47,0.88,49,20,1283,17,4,295,11,5,8,15,76.75,2335,1792,2.46,1.23,1.06,44,22,19
LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",FRENTE DE TODOS,3.68,0.57,75.31,0.85,0.28,17.77,0.61,0.19,0.14,0.61,78,12,1598,18,6,377,13,4,3,13,62.83,3514,2208,3.17,0.18,0.54,70,4,12
LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",FRENTE DE TODOS,4.75,2.17,70.08,2.31,0.27,18.1,0.78,0.19,0.16,1.19,331,151,4881,161,19,1261,54,13,11,83,56.77,12770,7250,2.59,0.28,1.06,188,20,77
LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",FRENTE DE TODOS,3.82,0.68,71.07,0.4,0.16,23.22,0.08,0.08,0,0.48,95,17,1766,10,4,577,2,2,0,12,78.5,3316,2603,3.73,0.19,0.61,97,5,16
LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",FRENTE DE TODOS,5.92,1.35,67.63,1.06,0.14,21.5,0.91,0.19,0.1,1.2,123,28,1406,22,3,447,19,4,2,25,75.03,2860,2146,2,0.14,0.98,43,3,21
LA RIOJA_VINCHINA,"Vinchina, La Rioja",FRENTE DE TODOS,5.84,1.84,66.61,1.68,0.32,22.82,0.24,0,0.08,0.56,73,23,832,21,4,285,3,0,1,7,52.81,2469,1304,3.14,0.54,0.54,41,7,7
MENDOZA_CAPITAL,"Capital, Mendoza",JUNTOS POR EL CAMBIO,8.85,3.87,28.47,2.76,0.24,51.47,0.53,0.21,0.14,3.46,6372,2785,20485,1985,172,37038,382,152,101,2490,75.7,97607,73885,1,0.11,1.49,739,82,1102
MENDOZA_GENERAL ALVEAR,"General Alvear, Mendoza",FRENTE DE TODOS,7.54,2.23,48.08,10.58,0.25,28.08,0.52,0.18,0.19,2.36,2077,615,13250,2915,69,7738,144,49,52,651,76.28,37034,28248,1.23,0.07,1.13,348,20,320
MENDOZA_GODOY CRUZ,"Godoy Cruz, Mendoza",JUNTOS POR EL CAMBIO,10.43,4.79,32.49,2.6,0.28,45.3,0.6,0.25,0.2,3.06,12097,5552,37684,3017,330,52547,701,291,228,3550,77.04,155427,119734,1.12,0.12,1.88,1341,142,2254
MENDOZA_GUAYMALLEN,"Guaymallen, Mendoza",JUNTOS POR EL CAMBIO,10.24,4.76,36.11,3.11,0.33,41.71,0.54,0.26,0.2,2.75,17530,8142,61818,5326,559,71412,923,448,341,4709,78.03,226707,176904,1.06,0.15,2.01,1882,267,3547
MENDOZA_JUNIN,"Junin, Mendoza",FRENTE DE TODOS,9.86,4.8,41.11,2.89,0.28,38,0.55,0.32,0.19,2.01,2615,1273,10901,767,73,10077,145,84,50,532,80.25,34255,27490,1.34,0.06,2.14,367,17,589
MENDOZA_LA PAZ,"La Paz, Mendoza",FRENTE DE TODOS,3.91,1.58,53.12,1.4,0.25,38.43,0.35,0.14,0.09,0.74,270,109,3670,97,17,2655,24,10,6,51,81.76,8667,7086,1.35,0.06,1.09,96,4,77
MENDOZA_LAS HERAS,"Las Heras, Mendoza",FRENTE DE TODOS,9.55,4.8,43.61,3.92,0.34,34.5,0.56,0.27,0.19,2.26,11636,5842,53113,4777,410,42014,685,328,228,2755,78.75,160144,126110,1.24,0.15,2.04,1561,193,2568
MENDOZA_LAVALLE,"Lavalle, Mendoza",FRENTE DE TODOS,6.34,4.44,59.61,2.74,0.4,24.51,0.49,0.23,0.17,1.07,1574,1102,14806,680,99,6088,122,58,42,267,79.21,32215,25518,1.06,0.11,1.49,271,28,381
MENDOZA_LUJAN DE CUYO,"Lujan, Mendoza",JUNTOS POR EL CAMBIO,9.83,4.44,35.78,2.7,0.23,43.47,0.57,0.21,0.17,2.61,8041,3635,29279,2211,189,35577,465,171,138,2133,80.26,105275,84493,1.15,0.09,1.91,970,73,1611
MENDOZA_MAIPU,"Maipu, Mendoza",FRENTE DE TODOS,10.48,4.62,42.95,2.66,0.28,35.6,0.54,0.25,0.17,2.44,11651,5136,47729,2954,308,39567,600,277,193,2713,80.53,142891,115071,1.31,0.07,2.05,1513,76,2354
MENDOZA_MALARGÜE,"Malargüe, Mendoza",FRENTE DE TODOS,7.62,3.44,51.04,7.2,0.41,27.13,0.75,0.35,0.22,1.84,1292,583,8658,1221,70,4603,127,60,38,312,75.5,23395,17664,2.37,0.1,1.49,419,18,263
MENDOZA_RIVADAVIA,"Rivadavia, Mendoza",FRENTE DE TODOS,8.55,4.37,44.79,2.94,0.43,36.02,0.61,0.23,0.17,1.89,2955,1512,15481,1016,149,12450,211,79,60,653,81.03,44075,35715,1.51,0.06,1.65,540,20,589
MENDOZA_SAN CARLOS,"San Carlos, Mendoza",FRENTE DE TODOS,9.88,4.06,45.83,3.38,0.3,33.4,0.89,0.29,0.32,1.63,2012,827,9330,689,62,6800,181,59,66,332,80.23,26235,21048,1.31,0.13,1.84,275,27,388
MENDOZA_SAN MARTIN,"San Martin, Mendoza",FRENTE DE TODOS,8.72,3.88,47.43,3.26,0.34,33.6,0.51,0.26,0.16,1.83,6354,2824,34562,2379,248,24485,374,188,114,1337,79.67,94197,75048,1.09,0.12,1.7,815,93,1275
MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",FRENTE DE TODOS,8.58,2.71,45.59,8.17,0.37,31.23,0.55,0.31,0.18,2.3,9518,3006,50563,9060,409,34636,610,341,198,2555,77.87,146726,114256,1.33,0.06,1.55,1525,63,1772
MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",FRENTE DE TODOS,5.79,2.74,61.62,1.72,0.12,26.25,0.4,0.21,0.07,1.09,614,290,6532,182,13,2782,42,22,7,116,80.33,13522,10862,1.35,0.14,0.92,147,15,100
MENDOZA_TUNUYAN,"Tunuyan, Mendoza",FRENTE DE TODOS,8.78,4.72,44.61,5.18,0.26,33.48,0.67,0.25,0.24,1.8,2676,1440,13595,1580,80,10203,203,77,74,550,79.63,39277,31276,1.17,0.1,1.29,365,30,403
MENDOZA_TUPUNGATO,"Tupungato, Mendoza",FRENTE DE TODOS,7.4,4.23,49.21,5.53,0.31,30.84,0.63,0.23,0.21,1.41,1403,802,9327,1049,58,5845,120,43,39,268,77.24,25239,19494,1.1,0.1,1.57,214,20,306
MISIONES_25 DE MAYO,"25 De Mayo, Misiones",FRENTE DE TODOS,1.97,0.54,75.32,5.55,0.08,15.24,0.22,0.13,0.07,0.87,317,86,12096,891,13,2448,36,21,12,139,72.46,23061,16711,3.42,0.08,0.4,571,14,67
MISIONES_APOSTOLES,"Apostoles, Misiones",FRENTE DE TODOS,5.44,1.16,56.55,5.2,0.62,28.76,0.48,0.14,0.07,1.58,1361,291,14149,1302,155,7197,119,34,18,396,75.56,34884,26360,3.57,0.33,1.18,940,88,310
MISIONES_CAINGUAS,"Cainguas, Misiones",FRENTE DE TODOS,3.43,0.78,69.58,6.1,0.21,18.43,0.33,0.14,0.09,0.9,1008,229,20427,1791,62,5410,98,41,25,265,70.33,43807,30811,3.72,0.1,0.91,1145,30,280
MISIONES_CANDELARIA,"Candelaria, Misiones",FRENTE DE TODOS,4.71,0.91,67.1,2.97,0.21,22.65,0.37,0.14,0.04,0.9,779,151,11087,490,35,3742,61,23,6,148,71.4,24365,17396,2.97,0.78,1.28,516,136,222
MISIONES_CAPITAL,"Capital, Misiones",FRENTE DE TODOS,7.41,1.83,44.78,5.84,0.31,36,0.6,0.29,0.15,2.79,14502,3587,87692,11434,608,70487,1183,573,286,5459,72.78,283408,206262,3.14,0.45,1.47,6479,937,3035
MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",FRENTE DE TODOS,3.44,0.51,65.84,2.3,0.3,26.27,0.34,0.15,0.15,0.68,181,27,3466,121,16,1383,18,8,8,36,71.99,7646,5504,3.42,0.51,0.44,188,28,24
MISIONES_ELDORADO,"El Dorado, Misiones",FRENTE DE TODOS,5.3,1.57,59.42,6.84,0.19,24.07,0.47,0.09,0.09,1.95,2474,734,27722,3193,87,11230,220,41,43,911,73.56,65850,48440,2.16,0.46,1.07,1044,221,520
MISIONES_GENERAL MANUEL BELGRANO,"General Manuel Belgrano, Misiones",FRENTE DE TODOS,2.27,0.7,72.6,4.63,0.18,18.14,0.4,0.13,0.1,0.85,499,154,15989,1020,40,3996,87,29,22,188,66.84,34090,22785,2.43,0.07,0.84,553,17,191
MISIONES_GUARANI,"Guarani, Misiones",FRENTE DE TODOS,3.78,0.87,73.21,2.95,0.17,17.32,0.36,0.11,0.1,1.13,1349,312,26115,1053,59,6179,128,40,35,403,67.89,54700,37137,2.83,0.23,0.88,1052,87,325
MISIONES_IGUAZU,"Iguazu, Misiones",FRENTE DE TODOS,5.07,1.36,60.87,4.24,0.24,25.59,0.6,0.26,0.13,1.66,2430,652,29177,2034,113,12265,286,123,60,794,69.55,71704,49870,2.21,0.37,1.31,1100,184,652
MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",FRENTE DE TODOS,4.63,0.74,58.99,6.58,0.19,26.47,0.52,0.15,0.09,1.65,1304,210,16630,1854,53,7463,148,41,26,464,77.19,39073,30161,5.22,0.33,0.98,1573,99,296
MISIONES_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, Misiones",FRENTE DE TODOS,6.01,1.08,55.38,3.75,0.2,31.08,0.47,0.24,0.07,1.72,1630,292,15020,1017,54,8428,128,64,20,467,74.58,38275,28547,4.3,0.03,0.67,1227,8,192
MISIONES_MONTECARLO,"Montecarlo, Misiones",FRENTE DE TODOS,6.09,1.5,60.92,6.04,0.19,23.38,0.37,0.15,0.12,1.25,1184,291,11852,1175,36,4549,72,29,24,243,72.16,27864,20107,2.41,0.05,0.79,484,10,158
MISIONES_OBERA,"Obera, Misiones",FRENTE DE TODOS,4.67,0.96,58.79,8.46,0.18,24.58,0.41,0.14,0.1,1.71,2918,599,36696,5283,114,15343,254,86,61,1066,73.31,88525,64895,2.7,0.14,0.97,1755,88,632
MISIONES_SAN IGNACIO,"San Ignacio, Misiones",FRENTE DE TODOS,4.14,0.92,64.26,4.78,0.17,24.02,0.38,0.16,0.06,1.13,1347,298,20889,1554,54,7807,122,52,19,366,72.13,46870,33805,2.75,0.21,0.88,929,72,296
MISIONES_SAN JAVIER,"San Javier, Misiones",FRENTE DE TODOS,3.1,0.37,66.03,4.08,0.1,24.89,0.43,0.09,0.07,0.84,374,45,7962,492,12,3001,52,11,8,101,71.48,17527,12529,3.13,0.1,0.53,392,13,66
MISIONES_SAN PEDRO,"San Pedro, Misiones",FRENTE DE TODOS,2.05,0.55,81.07,4.67,0.11,10.74,0.22,0.09,0.06,0.44,285,76,11296,651,16,1496,30,13,9,62,68.99,20870,14399,2.96,0.11,0.16,426,16,23
NEUQUEN_ALUMINE,"Alumine, Neuquen",FRENTE DE TODOS,6.43,3.63,56.14,5,0.74,24.32,1.18,0.59,0.17,1.81,306,173,2673,238,35,1158,56,28,8,86,75.8,7303,5536,12.68,0.05,1.26,702,3,70
NEUQUEN_AÑELO,"Añelo, Neuquen",FRENTE DE TODOS,6.72,2.71,63.45,4.07,0.34,19.61,0.59,0.29,0.35,1.88,533,215,5035,323,27,1556,47,23,28,149,71.41,12692,9063,8.58,0.09,3.76,778,8,341
NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",FRENTE DE TODOS,6.2,1.74,72.31,2.61,0.97,12.58,0.87,0.77,0.29,1.65,64,18,747,27,10,130,9,8,3,17,75.03,1574,1181,10.41,0.08,2.03,123,1,24
NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",FRENTE DE TODOS,6.8,3.7,58.37,3.88,0.49,23.71,0.62,0.45,0.28,1.71,593,323,5091,338,43,2068,54,39,24,149,77.22,12965,10011,10.46,0.03,2.39,1047,3,239
NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",FRENTE DE TODOS,5.73,2.71,61.33,4.49,0.72,21,0.83,0.45,0.34,2.41,152,72,1627,119,19,557,22,12,9,64,78.54,3887,3053,10.61,0.03,2.46,324,1,75
NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",FRENTE DE TODOS,8.56,5.41,46.5,4.64,0.45,30.12,1.09,0.32,0.21,2.69,20736,13107,112620,11244,1095,72949,2632,763,514,6517,80.32,329502,264643,6.04,0.18,2.26,15996,481,5989
NEUQUEN_HUILICHES,"Huiliches, Neuquen",FRENTE DE TODOS,6.85,4.7,50.55,3.78,0.62,30.1,0.99,0.28,0.36,1.77,656,450,4839,362,59,2881,95,27,34,169,77.5,13926,10793,9.14,0.09,2.08,987,10,224
NEUQUEN_LACAR,"Lacar, Neuquen",JUNTOS POR EL CAMBIO,7.28,5.58,37.01,3.4,0.46,41.38,1.36,0.37,0.25,2.92,1428,1094,7260,666,90,8117,266,72,50,573,73.9,28545,21094,3.99,0.09,2.93,841,20,617
NEUQUEN_LONCOPUE,"Loncopue, Neuquen",FRENTE DE TODOS,7.38,3.33,63.99,1.86,0.75,19.03,0.61,0.67,0.67,1.72,266,120,2307,67,27,686,22,24,24,62,76.71,5702,4374,13.31,0.07,4.21,582,3,184
NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",JUNTOS POR EL CAMBIO,9.02,4.69,37.91,4.86,0.35,38.91,1.16,0.31,0.23,2.55,694,361,2916,374,27,2993,89,24,18,196,72.42,11317,8196,3.49,0.06,2.6,286,5,213
NEUQUEN_MINAS,"Minas, Neuquen",FRENTE DE TODOS,5.07,2.92,68.28,5.73,0.77,14.75,0.4,0.61,0.23,1.24,217,125,2921,245,33,631,17,26,10,53,78.51,6850,5378,18.5,0.04,1.92,995,2,103
NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",FRENTE DE TODOS,7.96,2.54,47.74,11.99,0.9,25.06,0.87,0.46,0.34,2.13,873,279,5238,1316,99,2750,95,51,37,234,73.46,20601,15133,24.64,0.01,2.84,3729,2,430
NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",FRENTE DE TODOS,7.01,2.43,68.08,2.21,0.4,17.47,0.98,0.36,0.15,0.91,193,67,1875,61,11,481,27,10,4,25,73.87,4103,3031,7.79,0.03,1.32,236,1,40
NEUQUEN_PICUNCHES,"Picunches, Neuquen",FRENTE DE TODOS,5.33,1.65,55.09,2.4,0.81,31.46,0.61,0.42,0.42,1.81,191,59,1975,86,29,1128,22,15,15,65,75.05,5447,4088,10.32,0.05,1.93,422,2,79
