id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE POPULAR_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE POPULAR_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",Alianza Frente para la Victoria,13.19,3.26,1.85,1.26,67.83,11.64,0.96,178,44,25,17,915,157,13,79.8,2129,1699,20.36,0,0.24,346,0,4
LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",Alianza Frente para la Victoria,20.07,4.37,3.27,0.79,55.69,15.23,0.58,381,83,62,15,1057,289,11,71.74,3181,2282,16.04,0.04,0.74,366,1,17
LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",Alianza Frente para la Victoria,15.7,2.21,1.52,1.17,67.45,11.48,0.47,1004,141,97,75,4313,734,30,72.3,10429,7540,14.39,0.09,0.72,1085,7,54
LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",Alianza Frente para la Victoria,15.3,2.69,0.95,1,62.81,16.35,0.9,307,54,19,20,1260,328,18,76.73,2944,2259,10.49,0.31,0.4,237,7,9
LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",Alianza Frente para la Victoria,12.62,3.56,1.75,0.79,70.17,10.45,0.66,209,59,29,13,1162,173,11,80.58,2359,1901,10.36,0.37,2.16,197,7,41
LA RIOJA_VINCHINA,"Vinchina, La Rioja",Alianza Frente para la Victoria,6.76,3.31,2.91,0.68,67.55,18.32,0.47,100,49,43,10,999,271,7,71.38,2289,1634,9.42,0,0.06,154,0,1
MENDOZA_CAPITAL,"Capital, Mendoza",Alianza Frente para la Victoria,19.25,24.14,3.53,1.7,33.97,13.87,3.55,13027,16338,2387,1152,22986,9384,2401,75.35,98091,73908,4.54,0.65,3.25,3353,478,2402
MENDOZA_GENERAL ALVEAR,"General Alvear, Mendoza",Alianza Frente para la Victoria,12.07,13.17,2.66,0.91,54.85,14.56,1.76,2877,3138,635,218,13073,3471,420,78.45,34567,27119,7.37,0.97,3.78,1998,263,1026
MENDOZA_GODOY CRUZ,"Godoy Cruz, Mendoza",Alianza Frente para la Victoria,19.41,18.6,1.73,1.93,43.06,12.6,2.66,19856,19029,1767,1979,44041,12885,2723,77.09,145986,112539,5.13,1.12,2.86,5773,1262,3224
MENDOZA_GUAYMALLEN,"Guaymallen, Mendoza",Alianza Frente para la Victoria,22.47,13.55,1.8,2.05,47.28,10.67,2.17,30852,18600,2465,2817,64917,14655,2986,78.01,194567,151773,5.01,0.91,3.62,7606,1374,5501
MENDOZA_JUNIN,"Junin, Mendoza",Alianza Frente para la Victoria,21.73,8.78,0.79,0.86,53.51,12.47,1.85,4459,1801,163,177,10980,2558,380,80.17,28702,23010,6.48,1.11,3.23,1492,256,744
MENDOZA_LA PAZ,"La Paz, Mendoza",Alianza Frente para la Victoria,8.78,2.1,0.28,1.85,53.07,32.09,1.84,507,121,16,107,3065,1853,106,84.88,7527,6389,7.03,0.64,1.94,449,41,124
MENDOZA_LAS HERAS,"Las Heras, Mendoza",Alianza Frente para la Victoria,22.95,8.86,1.45,1.89,53.96,9.06,1.83,21314,8234,1348,1753,50122,8417,1700,78.68,132203,104015,5.31,1.86,3.53,5522,1931,3674
MENDOZA_LAVALLE,"Lavalle, Mendoza",Alianza Frente para la Victoria,16.34,4.11,0.74,0.95,67.16,9.2,1.49,2824,711,128,165,11609,1590,258,80.85,25125,20313,8.35,2.48,4.07,1697,504,827
MENDOZA_LUJAN DE CUYO,"Lujan, Mendoza",Alianza Frente para la Victoria,22.45,14.64,1.5,1.59,49.69,8.12,2.01,12985,8468,869,919,28739,4695,1162,80.99,78873,63876,4.72,0.75,3.99,3014,479,2546
MENDOZA_MAIPU,"Maipu, Mendoza",Alianza Frente para la Victoria,22.88,9.16,1.46,2.07,54.08,8.6,1.74,19016,7614,1216,1722,44949,7149,1450,82.47,113679,93750,6.67,1.4,3.27,6255,1312,3067
MENDOZA_MALARGÜE,"Malargüe, Mendoza",Alianza Frente para la Victoria,8.56,6.04,1.58,0.42,70.14,11.29,1.97,1028,725,190,50,8422,1356,237,74.58,19973,14896,15.43,1.09,2.86,2299,163,426
MENDOZA_RIVADAVIA,"Rivadavia, Mendoza",Alianza Frente para la Victoria,19.28,13.45,0.59,0.88,49.65,14.22,1.94,5480,3824,167,249,14114,4043,552,82.33,39040,32141,6.75,0.32,4.48,2171,102,1439
MENDOZA_SAN CARLOS,"San Carlos, Mendoza",Alianza Frente para la Victoria,19.81,8.49,1.51,1.25,53.4,13.18,2.36,2986,1280,227,188,8049,1987,356,79.58,21826,17370,7.44,0.64,5.14,1293,112,892
MENDOZA_SAN MARTIN,"San Martin, Mendoza",Alianza Frente para la Victoria,22.57,8.81,1.16,1.27,55.27,9.42,1.52,13421,5236,689,753,32864,5602,901,80.35,81059,65131,4.57,0.7,3.42,2977,459,2229
MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",Alianza Frente para la Victoria,17.64,8.68,2.48,0.97,58.34,9.83,2.06,15908,7827,2237,871,52598,8865,1857,77.87,129475,100819,5.29,0.63,4.65,5336,634,4686
MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",Alianza Frente para la Victoria,15.23,3.05,0.42,0.36,66.89,13.39,0.65,1257,252,35,30,5522,1105,54,85.44,10596,9053,6.75,0.44,1.62,611,40,147
MENDOZA_TUNUYAN,"Tunuyan, Mendoza",Alianza Frente para la Victoria,16.26,9.4,1.03,1,56.13,13.72,2.46,3695,2137,234,228,12755,3117,559,77.01,32891,25330,5.44,1.75,3.09,1379,443,783
MENDOZA_TUPUNGATO,"Tupungato, Mendoza",Alianza Frente para la Victoria,21.04,5.27,1.09,1.02,54.5,14.62,2.47,2941,736,152,142,7618,2044,345,77.54,20239,15693,6.1,3.41,1.41,958,535,222
MISIONES_25 DE MAYO,"25 De Mayo, Misiones",Alianza Frente para la Victoria,0.89,1.63,6.57,0.5,79.09,10.49,0.83,125,228,919,70,11069,1468,116,78.88,18001,14199,1.3,0.02,0.12,184,3,17
MISIONES_APOSTOLES,"Apostoles, Misiones",Alianza Frente para la Victoria,2.76,4.52,11.19,0.82,62.43,17.04,1.25,568,930,2300,168,12833,3502,256,76.02,27603,20985,1.67,0,0.37,351,0,77
MISIONES_CAINGUAS,"Cainguas, Misiones",Alianza Frente para la Victoria,1.81,2.16,5.14,0.63,76.67,12.86,0.73,482,577,1370,167,20441,3429,194,78.73,34838,27428,2.44,0.02,0.35,668,5,95
MISIONES_CANDELARIA,"Candelaria, Misiones",Alianza Frente para la Victoria,2.66,3.05,6.22,0.81,76.68,9.6,0.99,363,415,847,110,10447,1308,135,75.79,18314,13880,1.53,0.04,0.26,213,6,36
MISIONES_CAPITAL,"Capital, Misiones",Alianza Frente para la Victoria,4.72,8.63,10.9,1.38,58.38,14.24,1.76,7844,14339,18113,2298,97052,23669,2923,77.24,221220,170878,1.75,0.17,0.79,2993,291,1356
MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",Alianza Frente para la Victoria,1.75,2.78,6.41,0.66,71.42,15.79,1.18,85,135,311,32,3464,766,57,74.94,6551,4909,1.08,0,0.12,53,0,6
MISIONES_ELDORADO,"El Dorado, Misiones",Alianza Frente para la Victoria,3.29,6.69,6.54,1.37,67.41,13.49,1.21,1272,2582,2526,529,26027,5208,468,78.26,50440,39474,1.49,0.03,0.66,589,13,260
MISIONES_GENERAL MANUEL BELGRANO,"Gral. Manuel Belgrano, Misiones",Alianza Frente para la Victoria,1.2,2.43,5.47,0.62,79.33,9.93,1.02,221,449,1009,114,14631,1832,188,73.98,25415,18801,1.62,0.02,0.26,305,4,48
MISIONES_GUARANI,"Guarani, Misiones",Alianza Frente para la Victoria,1.51,1.89,6.31,0.86,76.48,12.07,0.89,445,556,1859,253,22540,3557,262,76.99,39311,30267,2.24,0.02,0.37,677,6,112
MISIONES_IGUAZU,"Iguazu, Misiones",Alianza Frente para la Victoria,2.87,4.98,6.43,1.17,70.87,12.32,1.37,1054,1830,2363,429,26061,4531,505,75.99,49350,37501,1.2,0.07,0.67,451,25,252
MISIONES_LIBERTADOR GENERAL SAN MARTIN,"L. General San Martin, Misiones",Alianza Frente para la Victoria,2.97,7.66,6.61,0.82,63.42,17.48,1.04,682,1758,1518,188,14555,4012,238,78.7,29877,23513,1.89,0.14,0.37,444,32,86
MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",Alianza Frente para la Victoria,2.84,3.74,8.48,0.66,68.82,14.18,1.27,736,969,2195,171,17818,3672,329,79.9,33266,26579,2.25,0.01,0.33,598,3,88
MISIONES_MONTECARLO,"Montecarlo, Misiones",Alianza Frente para la Victoria,2.88,6.5,7.1,1.18,68.31,12.44,1.59,511,1153,1260,210,12123,2207,283,76.91,23485,18063,1.49,0,0.26,269,0,47
MISIONES_OBERA,"Obera, Misiones",Alianza Frente para la Victoria,2.52,5.84,7.46,0.9,66.68,15.46,1.13,1358,3154,4029,484,35990,8346,611,78.4,70647,55388,1.95,0.08,0.53,1082,43,291
MISIONES_SAN IGNACIO,"San Ignacio, Misiones",Alianza Frente para la Victoria,2.38,4.44,5.85,0.69,72.51,13.17,0.97,683,1271,1675,197,20778,3773,279,75.22,38775,29166,1.29,0.01,0.45,377,3,130
MISIONES_SAN JAVIER,"San Javier, Misiones",Alianza Frente para la Victoria,1.86,2.46,9.06,0.78,71.79,12.91,1.12,196,259,953,82,7549,1358,118,73.64,14608,10757,2.03,0.04,0.19,218,4,20
MISIONES_SAN PEDRO,"San Pedro, Misiones",Alianza Frente para la Victoria,0.94,1.59,4.52,0.48,81.48,10.22,0.77,107,181,516,55,9302,1167,88,74.36,15732,11699,2.29,0,0.13,268,0,15
NEUQUEN_ALUMINE,"Alumine, Neuquen",Alianza Frente para la Victoria,5.52,11.27,4.23,2.39,65.13,9.26,2.19,247,504,189,107,2912,414,98,80,5836,4669,2.74,0.06,1.43,128,3,67
NEUQUEN_AÑELO,"Añelo, Neuquen",Alianza Frente para la Victoria,3.83,6.64,3.37,2.33,77.17,5.32,1.34,209,362,184,127,4208,290,73,80.28,7039,5651,1.66,0.05,1.79,94,3,101
NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",Alianza Frente para la Victoria,2.99,4.7,1.62,1.71,82.92,4.53,1.54,35,55,19,20,971,53,18,78.95,1530,1208,2.65,0,0.41,32,0,5
NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",Alianza Frente para la Victoria,4.9,6.64,1.76,1.9,74.72,8.9,1.19,401,543,144,155,6111,728,97,77.9,10792,8407,1.69,0.01,1.01,142,1,85
NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",Alianza Frente para la Victoria,6.76,7.12,4.18,2.03,73.41,5.38,1.13,186,196,115,56,2021,148,31,79.38,3540,2810,1.17,0.04,0.82,33,1,23
NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",Alianza Frente para la Victoria,6.51,16.29,3.39,3.79,58.51,9.41,2.1,13369,33477,6970,7780,120251,19340,4319,83.7,263465,220531,5.27,0.06,1.48,11616,139,3270
NEUQUEN_HUILICHES,"Huiliches, Neuquen",Alianza Frente para la Victoria,6.72,10.67,5.11,2.17,65.69,8.09,1.56,566,899,430,183,5532,681,131,78.29,11082,8676,1.54,0.03,1.35,134,3,117
NEUQUEN_LACAR,"Lacar, Neuquen",Alianza Frente para la Victoria,9.28,18.62,4.95,3.31,49.05,12.02,2.78,1478,2967,788,527,7816,1916,443,75.31,22100,16644,1.48,0.04,2.75,246,6,457
NEUQUEN_LONCOPUE,"Loncopue, Neuquen",Alianza Frente para la Victoria,5.11,6.09,3.29,2.08,73.79,8.17,1.48,194,231,125,79,2801,310,56,85.54,4870,4166,7.06,0,1.82,294,0,76
NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",Alianza Frente para la Victoria,7.66,19.63,5.46,2.16,53.55,8.99,2.56,401,1028,286,113,2805,471,134,69.72,8266,5763,7.51,0.02,1.58,433,1,91
NEUQUEN_MINAS,"Minas, Neuquen",Alianza Frente para la Victoria,2.52,6.05,1.97,1.47,81.85,5.02,1.12,115,276,90,67,3735,229,51,82.49,5723,4721,2.75,0,0.59,130,0,28
NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",Alianza Frente para la Victoria,6.54,5.36,2.48,1.51,77.79,5.52,0.78,748,613,284,173,8891,631,89,75.04,15566,11681,0.95,0.01,1.2,111,1,140
NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",Alianza Frente para la Victoria,3.64,6.71,2.04,2.48,75.51,8.64,0.98,100,184,56,68,2072,237,27,80.78,3491,2820,1.28,0.04,1.38,36,1,39
NEUQUEN_PICUNCHES,"Picunches, Neuquen",Alianza Frente para la Victoria,6.95,5.85,4.96,1.43,69.78,9.07,1.97,272,229,194,56,2732,355,77,79.1,5115,4046,2.25,0,0.99,91,0,40
NEUQUEN_ZAPALA,"Zapala, Neuquen",Alianza Frente para la Victoria,6.29,12.73,5.56,2.28,58.76,12.47,1.91,1460,2953,1291,528,13636,2893,444,82.88,28943,23987,2.05,0.05,1.16,491,13,278
NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",Alianza Frente para la Victoria,3.16,4.26,1.99,1.51,83.5,4.57,1,92,124,58,44,2429,133,29,82.38,3643,3001,2.57,0,0.5,77,0,15
RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",Alianza Frente para la Victoria,1.07,3.12,1.65,1.16,76.48,15.83,0.69,79,231,122,86,5657,1171,51,67.22,11186,7519,0.97,0,0.65,73,0,49
RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",Alianza Frente para la Victoria,4.32,12.45,2.93,1.96,63.91,12.93,1.49,1487,4284,1008,675,21987,4449,514,77.58,45454,35263,1.19,0.02,1.23,421,6,432
RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",Alianza Frente para la Victoria,2.83,8.31,2.59,1.19,70.72,12.99,1.38,513,1508,469,215,12828,2356,251,80.87,24128,19512,5.81,0.01,1.21,1133,2,237
RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",Alianza Frente para la Victoria,4.98,15.8,3.92,2.12,65.31,6.08,1.79,3341,10592,2627,1424,43796,4075,1202,74.32,92033,68403,0.77,0.02,1.18,524,13,809
RIO NEGRO_CONESA,"Conesa, Rio Negro",Alianza Frente para la Victoria,3.01,7.73,2.9,1.09,70.9,12.65,1.72,110,283,106,40,2595,463,63,76.09,4894,3724,0.86,0,0.86,32,0,32
RIO NEGRO_EL CUY,"El Cuy, Rio Negro",Alianza Frente para la Victoria,2.66,3.23,1.53,1.7,79,10.81,1.08,47,57,27,30,1396,191,19,64.74,2779,1799,1.28,0.06,0.44,23,1,8
RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",Alianza Frente para la Victoria,4.04,12.2,2.79,2.27,68.11,8.83,1.77,6592,19908,4555,3700,111147,14402,2890,81.74,209836,171520,3.33,0.02,1.5,5719,37,2570
RIO NEGRO_9 DE JULIO,"Nueve De Julio, Rio Negro",Alianza Frente para la Victoria,1.72,1.99,1.34,0.59,79.67,14.09,0.59,32,37,25,11,1481,262,11,65.45,2877,1883,0.48,0,0.8,9,0,15
RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",Alianza Frente para la Victoria,4.43,11.07,2.91,1.37,68.01,10.82,1.39,384,959,252,119,5890,937,120,80.31,10952,8796,0.77,0,0.76,68,0,67
RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",Alianza Frente para la Victoria,4.55,11.25,2.12,1.73,70.68,8.29,1.39,174,430,81,66,2702,317,53,73.44,5286,3882,0.77,0,0.75,30,0,29
RIO NEGRO_SAN ANTONIO,"San Antonio Oeste, Rio Negro",Alianza Frente para la Victoria,2.99,7.18,2.69,1.24,75.03,9.54,1.32,489,1172,440,203,12255,1559,216,75.29,22059,16609,0.87,0.01,0.78,145,1,129
RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",Alianza Frente para la Victoria,1.58,4.21,0.9,1.69,74.34,16.49,0.79,42,112,24,45,1979,439,21,70.71,3827,2706,0.89,0,0.74,24,0,20
RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",Alianza Frente para la Victoria,1.55,1.79,2.39,2.03,77.54,13.62,1.08,13,15,20,17,649,114,9,62.63,1354,848,1.06,0,0.24,9,0,2
SALTA_ANTA,"Anta, Salta",Alianza Frente para la Victoria,1.72,2.99,3.64,0.92,78.01,11.81,0.91,466,808,985,250,21115,3197,245,72.63,37738,27409,0.86,0.03,0.36,236,8,99
SALTA_CACHI,"Cachi, Salta",Alianza Frente para la Victoria,2.13,5.64,3.9,2.06,65.06,19.6,1.61,81,214,148,78,2469,744,61,71.49,5472,3912,2.48,0.03,0.49,97,1,19
SALTA_CAFAYATE,"Cafayate, Salta",Alianza Frente para la Victoria,2.48,6.34,3.03,1.37,70.92,14.75,1.12,192,491,235,106,5496,1143,87,76.79,10270,7886,0.77,0.11,0.84,61,9,66
SALTA_CAPITAL,"Capital, Salta",Alianza Frente para la Victoria,4.39,13.18,4.76,5.32,52.59,17.93,1.82,11876,35686,12904,14419,142420,48564,4940,78.14,354457,276981,0.87,0.19,1.16,2416,530,3226
SALTA_CERRILLOS,"Cerrillos, Salta",Alianza Frente para la Victoria,3.58,8.24,4.77,3.57,61.7,16.59,1.54,598,1377,796,597,10307,2771,258,80.41,21085,16954,0.74,0.11,0.63,125,18,107
SALTA_CHICOANA,"Chicoana, Salta",Alianza Frente para la Victoria,3.09,6.39,4.68,2.83,66.02,15.49,1.51,349,722,529,320,7465,1751,171,79.82,14393,11489,0.86,0.06,0.66,99,7,76
SALTA_GENERAL GUEMES,"General Guemes, Salta",Alianza Frente para la Victoria,3.23,4.44,3.51,2.29,73.61,11.95,0.97,752,1034,817,534,17140,2782,225,79.91,29701,23734,0.89,0.13,0.87,212,31,207
SALTA_GUACHIPAS,"Guachipas, Salta",Alianza Frente para la Victoria,2.43,4.49,3.74,2.12,63.09,22.88,1.25,39,72,60,34,1012,367,20,78.66,2067,1626,0.98,0,0.37,16,0,6
SALTA_IRUYA,"Iruya, Salta",Alianza Frente para la Victoria,1.26,2.24,2.53,0.73,83.08,9.24,0.92,26,46,52,15,1709,190,19,70.21,2961,2079,0.82,0.05,0.19,17,1,4
SALTA_LA CALDERA,"La Caldera, Salta",Alianza Frente para la Victoria,3.79,15.55,4.88,3.45,54.09,16.36,1.88,191,784,246,174,2727,825,95,81.61,6276,5122,0.62,0.1,0.84,32,5,43
SALTA_LA CANDELARIA,"La Candelaria, Salta",Alianza Frente para la Victoria,1.83,4.59,5.18,0.87,72.77,13.87,0.9,65,163,184,31,2587,493,32,76.37,4714,3600,0.64,0.14,0.47,23,5,17
SALTA_LA POMA,"La Poma, Salta",Alianza Frente para la Victoria,1.65,4.61,5.71,1.87,71.24,13.94,0.99,15,42,52,17,649,127,9,74.19,1267,940,2.23,0.53,0.32,21,5,3
SALTA_LA VIÑA,"La Viña, Salta",Alianza Frente para la Victoria,2.19,6.09,4.8,1.88,67.68,15.96,1.39,99,275,217,85,3058,721,63,79.85,5797,4629,1.02,0.11,1.27,47,5,59
SALTA_LOS ANDES,"Los Andes, Salta",Alianza Frente para la Victoria,2.49,3.95,6.13,2.94,72.71,10.18,1.59,72,114,177,85,2099,294,46,68.32,4309,2944,1.43,0,0.51,42,0,15
SALTA_METAN,"Metan, Salta",Alianza Frente para la Victoria,3.06,5.44,4.66,2.55,65.36,17.69,1.25,653,1161,995,545,13958,3778,267,74.76,29026,21701,0.82,0.1,0.66,179,22,143
SALTA_MOLINOS,"Molinos, Salta",Alianza Frente para la Victoria,1.35,3.38,2.77,0.85,78.88,12.05,0.71,40,100,82,25,2331,356,21,74.41,4013,2986,0.84,0,0.2,25,0,6
SALTA_ORAN,"Oran, Salta",Alianza Frente para la Victoria,2.58,3.37,4.54,2.98,74.55,10.48,1.5,1658,2172,2923,1916,47999,6749,969,73.44,89206,65512,0.82,0.18,0.72,537,115,474
SALTA_RIVADAVIA,"Rivadavia, Salta",Alianza Frente para la Victoria,0.48,1.19,1,0.3,93.54,3.08,0.41,50,123,103,31,9679,319,42,70.33,14791,10403,0.37,0.06,0.11,39,6,11
SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",Alianza Frente para la Victoria,4.41,5.03,4.26,1.43,68.03,15.81,1.04,688,784,664,223,10611,2466,162,74.56,21278,15865,0.97,0.09,0.62,154,14,99
SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",Alianza Frente para la Victoria,2.97,8.98,4.42,3.34,61.94,16.66,1.7,579,1752,862,651,12089,3251,332,79.32,25059,19876,0.98,0.15,0.69,194,29,137
SALTA_SAN CARLOS,"San Carlos, Salta",Alianza Frente para la Victoria,1.42,3.68,3.17,1.36,71.52,18.14,0.71,50,130,112,48,2524,640,25,74.22,4810,3570,0.76,0.08,0.31,27,3,11
SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",Alianza Frente para la Victoria,1.27,2.25,2.31,2.2,82.54,8.57,0.86,928,1643,1692,1611,60352,6265,630,71.19,103882,73956,0.56,0.09,0.48,416,63,356
SALTA_SANTA VICTORIA,"Santa Victoria, Salta",Alianza Frente para la Victoria,1.14,3.43,3.94,1.33,82.14,5.95,2.06,25,75,86,29,1794,130,45,59.63,3713,2214,0.86,0.05,0.45,19,1,10
SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",Alianza Frente para la Victoria,10.98,1.22,0.55,0.54,82.92,3.48,0.31,736,82,37,36,5559,233,21,72.5,10680,7743,12.77,0.06,0.58,989,5,45
SAN JUAN_ALBARDON,"Albardon, San Juan",Alianza Frente para la Victoria,10.86,14.8,1.32,0.81,66.94,4.48,0.79,1332,1815,162,99,8209,549,97,80.94,16224,13131,6.02,0.13,0.46,790,17,61
SAN JUAN_ANGACO,"Angaco, San Juan",Alianza Frente para la Victoria,30.44,0.85,1.2,0.37,61.53,5.39,0.22,1496,42,59,18,3024,265,11,84.08,6212,5223,5.53,0.06,0.31,289,3,16
SAN JUAN_CALINGASTA,"Calingasta, San Juan",Alianza Frente para la Victoria,18.8,2.44,0.95,0.66,75.2,1.86,0.09,849,110,43,30,3396,84,4,78.14,6195,4841,5.27,0.04,1.4,255,2,68
SAN JUAN_CAPITAL,"Capital, San Juan",Alianza Frente para la Victoria,17.08,12.6,4.53,1.59,51.39,11.26,1.54,11319,8351,3004,1054,34059,7462,1023,75.07,94876,71222,5.9,0.09,0.96,4203,66,681
SAN JUAN_CAUCETE,"Caucete, San Juan",Alianza Frente para la Victoria,12.15,2.28,1.29,0.94,76.09,6.52,0.74,1878,352,199,145,11760,1007,114,73.9,24045,17770,12.42,0.04,0.57,2207,7,101
SAN JUAN_CHIMBAS,"Chimbas, San Juan",Alianza Frente para la Victoria,15.19,4,1.42,0.97,73.35,4.32,0.75,5435,1430,510,347,26254,1547,268,77.18,49111,37906,4.41,0.08,1.08,1672,32,411
SAN JUAN_IGLESIA,"Iglesia, San Juan",Alianza Frente para la Victoria,13.83,2.36,1.3,1.46,74,6.24,0.81,510,87,48,54,2729,230,30,80.33,4988,4007,7.14,0.02,0.8,286,1,32
SAN JUAN_JACHAL,"Jachal, San Juan",Alianza Frente para la Victoria,4.57,3.02,0.77,1.18,68.39,21.42,0.66,548,362,92,141,8206,2570,79,80.35,15870,12751,4.99,0.17,0.75,636,22,95
SAN JUAN_9 DE JULIO,"Nueve De Julio, San Juan",Alianza Frente para la Victoria,17.74,1.98,0.9,0.73,72.6,5.95,0.1,870,97,44,36,3561,292,5,81.73,6370,5206,4.92,0.08,0.79,256,4,41
SAN JUAN_POCITO,"Pocito, San Juan",Alianza Frente para la Victoria,12.76,2.68,1.64,1.27,75.02,5.66,0.96,2593,545,333,259,15242,1150,195,77.8,27633,21498,4.54,0.06,0.9,975,12,194
SAN JUAN_RAWSON,"Rawson, San Juan",Alianza Frente para la Victoria,17.07,4.08,1.86,1.11,69.84,5.24,0.81,9584,2288,1045,621,39211,2941,452,76.62,77918,59701,4.9,0.09,0.97,2923,55,581
SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",Alianza Frente para la Victoria,18.41,8.46,2.82,0.9,61.45,6.97,0.99,7633,3507,1170,372,25481,2891,409,79.37,56130,44552,5.87,0.07,0.99,2616,31,442
SAN JUAN_SAN MARTIN,"San Martin, San Juan",Alianza Frente para la Victoria,9.52,2.37,0.7,1.02,70.93,14.61,0.86,531,132,39,57,3958,815,48,81.26,7499,6094,7.65,0.03,0.75,466,2,46
SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",Alianza Frente para la Victoria,23.38,5.81,1.84,0.78,62.47,5.02,0.7,5780,1435,456,194,15442,1240,173,80.11,33139,26547,6,0.06,0.82,1592,17,218
SAN JUAN_SARMIENTO,"Sarmiento, San Juan",Alianza Frente para la Victoria,21.62,1.56,1.17,0.85,69.53,4.56,0.71,2167,156,117,85,6968,457,71,80.88,13177,10657,5.21,0.02,0.74,555,2,79
SAN JUAN_ULLUM,"Ullum, San Juan",Alianza Frente para la Victoria,42.27,0.64,0.6,0.21,53.3,2.7,0.26,985,15,14,5,1242,63,6,88.65,2757,2444,4.13,0.08,0.45,101,2,11
SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",Alianza Frente para la Victoria,39.49,0.63,0.17,0.1,56.86,2.63,0.12,1624,26,7,4,2338,108,5,83.56,5001,4179,1.34,0,0.26,56,0,11
SAN JUAN_ZONDA,"Zonda, San Juan",Alianza Frente para la Victoria,36.86,1,0.18,0.44,59.3,2,0.22,997,27,5,12,1604,54,6,88.08,3206,2824,3.72,0.11,0.39,105,3,11
SAN LUIS_AYACUCHO,"Ayacucho, San Luis",Alianza Compromiso Federal,50.19,0.93,0.82,0.56,38.38,8.47,0.66,5495,102,90,61,4202,927,72,78.14,15011,11730,5.92,0.09,0.65,695,10,76
SAN LUIS_BELGRANO,"Belgrano, San Luis",Alianza Compromiso Federal,53.74,1.04,0.17,0.25,41.04,3.51,0.25,1286,25,4,6,982,84,6,79.68,3101,2471,2.67,0.12,0.36,66,3,9
SAN LUIS_CHACABUCO,"Chacabuco, San Luis",Alianza Compromiso Federal,56.66,2.33,1.18,0.89,24.09,14.32,0.53,6313,260,132,99,2684,1595,59,81.16,15374,12478,10.05,0.13,0.53,1254,16,66
SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",Alianza Compromiso Federal,61.78,0.98,1.11,0.63,21.49,13.54,0.47,4051,64,73,41,1409,888,31,81.75,8413,6878,4.39,0.03,0.25,302,2,17
SAN LUIS_JUNIN,"Junin, San Luis",Alianza Compromiso Federal,46.18,6.6,0.93,1.21,32.94,11.26,0.87,7269,1039,147,190,5185,1773,137,78.72,21251,16729,4.55,0.13,1.23,762,22,205
SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",Alianza Compromiso Federal,56.22,6.53,1.16,1.41,23.52,9.77,1.39,37400,4344,774,935,15648,6502,922,80.2,87703,70339,4.2,0.05,1.17,2955,33,826
